timestamp	tx_byte_counter	rx_byte_counter
1772723146734333995	16722406964224	53061307321560
1772723146734535195	16722406964224	53061307321704
1772723146734736733	16722406964224	53061307321704
1772723146734937223	16722406964224	53061307321704
1772723146735137735	16722406964224	53061307321704
1772723146735339041	16722406964224	53061307321704
1772723146735540152	16722406964224	53061307321704
1772723146735740966	16722406964224	53061307321704
1772723146735935305	16722406964224	53061307321704
1772723146736127805	16722406964224	53061307321704
1772723146736325435	16722406964224	53061307321704
1772723146736526097	16722406964224	53061307321704
1772723146736727232	16722406964224	53061307321704
1772723146736927680	16722406964224	53061307321704
1772723146737128738	16722406964224	53061307321704
1772723146737329671	16722406964224	53061307321704
1772723146737531808	16722406964224	53061307321704
1772723146737731592	16722406964224	53061307321704
1772723146737933616	16722406964224	53061307321704
1772723146738135413	16722406964224	53061307321704
1772723146738335605	16722406964224	53061307321704
1772723146738536658	16722406964224	53061307321704
1772723146755450041	16722406964224	53061307321704
1772723146755650656	16722406964224	53061307321852
1772723146755852021	16722406964224	53061307321852
1772723146756049093	16722406964224	53061307321852
1772723146756246027	16722406964224	53061307321852
1772723146756444088	16722406964224	53061307321852
1772723146756645162	16722406964224	53061307321852
1772723146756848019	16722406964224	53061307321852
1772723146757049370	16722406964224	53061307321852
1772723146757249834	16722406964224	53061307321852
1772723146757451615	16722406964224	53061307321852
1772723146757652293	16722406964224	53061307321852
1772723146757852672	16722406964224	53061307321852
1772723146758054227	16722406964224	53061307321852
1772723146758255346	16722406964224	53061307321852
1772723146758455360	16722406964224	53061307321852
1772723146758656540	16722406964224	53061307321852
1772723146758856745	16722406964224	53061307321852
1772723146759058025	16722406964224	53061307321852
1772723146759259337	16722406964224	53061307321852
1772723146759459519	16722406964224	53061307321852
1772723146759653293	16722406964224	53061307321852
1772723156741018614	16722406964224	53061307321852
1772723156741229174	16722406964536	53061307321964
1772723156741432841	16722406964536	53061307321964
1772723156741634745	16722406964536	53061307321964
1772723156741836227	16722406964536	53061307321964
1772723156742037350	16722406964536	53061307321964
1772723156742240702	16722406964536	53061307321964
1772723156742441746	16722406964536	53061307321964
1772723156742636167	16722406964536	53061307321964
1772723156742831313	16722406964536	53061307321964
1772723156743026128	16722406964536	53061307321964
1772723156743224951	16722406964536	53061307321964
1772723156743436708	16722406964536	53061307321964
1772723156743641062	16722406964536	53061307321964
1772723156743845973	16722406964536	53061307321964
1772723156744047664	16722406964536	53061307321964
1772723156744249870	16722406964536	53061307321964
1772723156744457840	16722406964536	53061307321964
1772723156744659735	16722406964536	53061307321964
1772723156744865236	16722406964668	53061307321964
1772723156745067282	16722406964668	53061307321964
1772723156745267735	16722406964668	53061307321964
1772723156745468730	16722406964668	53061307321964
1772723156745675421	16722406964668	53061307321964
1772723156745882732	16722406964668	53061307321964
1772723156746091781	16722406964668	53061307321964
1772723156746295228	16722406964668	53061307321964
1772723156746496215	16722406964668	53061307321964
1772723156746697811	16722406964668	53061307321964
1772723156746900640	16722406964744	53061307322240
1772723156747123378	16722406964744	53061307322240
1772723156747334884	16722406964744	53061307322240
1772723156747551408	16722406964744	53061307322240
1772723156747758177	16722406964744	53061307322240
1772723156747962554	16722406964744	53061307322240
1772723156748181611	16722406964744	53061307322240
1772723156748390143	16722406964744	53061307322240
1772723156748594064	16722406964952	53061307322356
1772723156748795807	16722406964952	53061307322356
1772723156748994326	16722406964952	53061307322356
1772723156749189702	16722406964952	53061307322356
1772723156749387838	16722406964952	53061307322356
1772723156749587844	16722406964952	53061307322356
1772723156749787861	16722406964952	53061307322356
1772723156749989481	16722406964952	53061307322356
1772723156750188876	16722406965044	53061307322416
1772723156750390387	16722406965044	53061307322416
1772723156750591876	16722406965044	53061307322416
1772723156750797720	16722406965044	53061307322416
1772723156751011417	16722406965044	53061307322416
1772723156751217326	16722406965044	53061307322416
1772723156751425465	16722406965044	53061307322416
1772723156751624388	16722406965044	53061307322416
1772723156751822257	16722406965044	53061307322416
1772723156752027619	16722406965044	53061307322416
1772723156752239124	16722406965044	53061307322416
1772723156752443188	16722406965044	53061307322416
1772723156752647021	16722406965044	53061307322416
1772723156752850262	16722406965044	53061307322416
1772723156753054455	16722406965044	53061307322416
1772723156753264438	16722406965044	53061307322416
1772723156753473425	16722406965044	53061307322532
1772723156753675643	16722406965252	53061307322532
1772723156753874501	16722406965252	53061307322532
1772723156754076717	16722406965252	53061307322532
1772723156754278581	16722406965252	53061307322532
1772723156754478607	16722406965252	53061307322532
1772723156754679389	16722406965252	53061307322532
1772723156754879422	16722406965252	53061307322532
1772723156755080701	16722406965252	53061307322532
1772723156755281358	16722406965252	53061307322532
1772723156755481767	16722406965252	53061307322532
1772723156755696138	16722406965252	53061307322532
1772723156755912969	16722406965252	53061307322532
1772723156756131188	16722406965252	53061307322532
1772723156756341329	16722406965252	53061307322532
1772723156756546289	16722406965252	53061307322532
1772723156756747581	16722406965252	53061307322532
1772723156756956585	16722406965252	53061307322532
1772723156757171560	16722406965252	53061307322532
1772723156757380560	16722406965252	53061307322532
1772723156757584761	16722406965460	53061307322644
1772723156757786637	16722406965460	53061307322644
1772723156757988160	16722406965460	53061307322644
1772723156758189797	16722406965460	53061307322644
1772723156758385906	16722406965460	53061307322644
1772723156758585812	16722406965460	53061307322644
1772723156758785193	16722406965460	53061307322644
1772723156758985462	16722406965460	53061307322644
1772723156759182795	16722406965460	53061307322644
1772723156759383530	16722406965460	53061307322720
1772723156759585159	16722406965536	53061307322720
1772723156759785957	16722406965536	53061307322720
1772723156759985052	16722406965536	53061307322720
1772723156760186168	16722406965536	53061307322720
1772723156760386853	16722406965536	53061307322720
1772723156760581170	16722406965536	53061307322720
1772723156760783247	16722406965536	53061307322720
1772723156760989303	16722406965536	53061307322720
1772723156761188264	16722406965536	53061307322720
1772723156761385943	16722406965536	53061307322720
1772723156761583443	16722406965536	53061307322720
1772723156761775241	16722406965536	53061307322720
1772723156761976786	16722406965536	53061307322720
1772723156762178035	16722406965536	53061307322720
1772723156762377294	16722406965536	53061307322720
1772723156762577497	16722406965536	53061307322720
1772723156762778280	16722406965536	53061307322720
1772723156762978714	16722406965536	53061307322720
1772723156763179205	16722406965536	53061307322720
1772723156763378593	16722406965536	53061307322720
1772723156763579147	16722406965536	53061307322720
1772723157920071313	16722406965536	53061307322720
1772723157920267671	16722406965536	53061307322896
1772723157920459679	16722406965712	53061307322896
1772723157920658044	16722406966068	53061307323252
1772723157920851126	16722406966248	53061307323432
1772723157921040352	16722406966248	53061307323432
1772723157921232509	16722406966248	53061307323432
1772723157921427510	16722406966248	53061307323432
1772723157921619056	16722406966248	53061307323432
1772723157921807630	16722406966248	53061307323432
1772723157921996225	16722406966248	53061307323432
1772723157922192042	16722406966248	53061307323432
1772723157922386696	16722406966248	53061307323432
1772723157922581430	16722406966248	53061307323432
1772723157922776778	16722406966248	53061307323432
1772723157922974127	16722406966248	53061307323432
1772723157923181412	16722406966248	53061307323432
1772723157923382010	16722406966248	53061307323592
1772723157923583562	16722406966248	53061307323592
1772723157923784348	16722406966248	53061307323592
1772723157923983729	16722406966248	53061307323592
1772723157924187004	16722406966248	53061309795820
1772723157924386425	16722406980528	53061317116928
1772723157924591564	16722406997992	53061325015584
1772723157924793314	16722407014496	53061332486272
1772723157925003969	16722407031884	53061340281052
1772723157925203035	16722407048684	53061347473516
1772723157925404768	16722407064592	53061354960832
1772723157925603337	16722407081984	53061362668356
1772723157925815336	16722407098484	53061370247076
1772723157926026258	16722407116688	53061378224676
1772723157926232448	16722407132896	53061385728604
1772723157926442055	16722407150284	53061393270092
1772723157926641021	16722407166416	53061400283732
1772723157926844211	16722407182920	53061408053584
1772723157927045339	16722407199568	53061415353916
1772723157927249517	16722407215628	53061422562840
1772723157927440864	16722407233388	53061430677556
1772723157927636616	16722407252700	53061439536020
1772723157927834043	16722407272608	53061448772584
1772723157928034804	16722407293624	53061458013456
1772723157928229151	16722407314048	53061465982748
1772723157928429668	16722407321744	53061470993676
1772723157928653851	16722407343796	53061480903352
1772723157928852920	16722407365772	53061490750704
1772723157929051705	16722407387752	53061500519112
1772723157929251349	16722407410172	53061508363748
1772723157929468486	16722407417720	53061514534084
1772723157929667535	16722407441400	53061524792944
1772723157929871573	16722407463896	53061535421436
1772723157930095830	16722407489944	53061546615000
1772723157930328708	16722407512884	53061557866744
1772723157930555501	16722407539156	53061570423156
1772723157930806167	16722407566536	53061580677688
1772723157931014820	16722407589328	53061590703708
1772723157931217090	16722407611380	53061600567680
1772723157931418319	16722407633208	53061610327772
1772723157931616429	16722407654816	53061620008928
1772723157931814280	16722407676424	53061629673452
1772723157932011278	16722407698108	53061639520800
1772723157932211311	16722407720012	53061649368156
1772723157932411896	16722407741916	53061659161484
1772723157932610923	16722407763524	53061668896812
1772723157932815181	16722407786092	53061679068408
1772723157933016135	16722407807924	53061689007168
1772723157933218638	16722407830272	53061699087196
1772723157933420334	16722407852324	53061708847296
1772723157933622153	16722407874448	53061718732040
1772723157933822585	16722407897316	53061728512908
1772723157934022690	16722407919736	53061738547232
1772723157934225730	16722407941640	53061748427824
1772723157934427222	16722407963620	53061758200548
1772723157934630143	16722407985744	53061768139308
1772723157934828442	16722408007428	53061778132084
1772723157935036256	16722408030884	53061789047268
1772723157935254386	16722408053972	53061798969408
1772723157935456763	16722408076100	53061808833372
1772723157935656596	16722408098300	53061818792912
1772723157935858837	16722408120056	53061828623644
1772723157936059853	16722408142032	53061838200916
1772723157936253899	16722408163196	53061847923620
1772723157936451800	16722408184804	53061857546600
1772723157936647156	16722408206192	53061867215284
1772723157936845226	16722408227948	53061876879880
1772723157937041249	16722408249480	53061886569340
1772723157937238674	16722408271088	53061896246504
1772723157937435464	16722408292548	53061905923496
1772723157937632782	16722408314156	53061916119864
1772723157937846219	16722408337392	53061926233140
1772723157938046515	16722408359520	53061936059716
1772723157938245891	16722408381276	53061945815644
1772723157938447038	16722408403476	53061955841660
1772723157938649128	16722408425304	53061965651620
1772723157938854294	16722408447800	53061975727952
1772723157939052986	16722408469484	53061985434036
1772723157939252397	16722408491312	53061995310464
1772723157939452421	16722408513068	53062005070556
1772723157939650915	16722408534824	53062014618752
1772723157939841738	16722408555620	53062023863624
1772723157940032907	16722408576636	53062033482448
1772723157940229534	16722408598096	53062042976620
1772723157940419292	16722408618740	53062052300444
1772723157940609108	16722408639756	53062062043920
1772723157940811238	16722408661956	53062071903728
1772723157941011143	16722408683788	53062081472768
1772723157941205440	16722408704876	53062091087448
1772723157941401280	16722408726264	53062100697960
1772723157941596670	16722408747648	53062110292004
1772723157941793765	16722408769184	53062119960692
1772723157941989779	16722408789552	53062129587892
