timestamp	tx_byte_counter	rx_byte_counter
1772645653622433965	6249680818192	5451481076524
1772645653622774028	6249680818192	5451481077012
1772645653623107052	6249680818192	5451481077496
1772645653623440277	6249680818192	5451481077496
1772645653623789042	6249680818192	5451481077496
1772645653624122295	6249680818192	5451481077496
1772645653624454160	6249680818192	5451481077496
1772645653624787131	6249680818192	5451481077496
1772645653625119605	6249680818192	5451481077496
1772645653625449807	6249680818192	5451481077496
1772645653625787694	6249680818192	5451481077496
1772645653626129642	6249680818192	5451481077496
1772645653626466958	6249680818192	5451481077496
1772645653626804680	6249680818192	5451481077496
1772645653627149758	6249680818192	5451481077632
1772645653627492521	6249680818192	5451481077764
1772645653627831496	6249680818192	5451481077764
1772645653628167650	6249680818192	5451481077764
1772645653628506304	6249680818192	5451481077764
1772645653628838277	6249680818192	5451481077764
1772645653629170923	6249680818192	5451481077764
1772645653629504040	6249680818192	5451481077764
1772645653629841282	6249680818192	5451481077764
1772645653630185613	6249680818192	5451481078176
1772645653630521118	6249680818192	5451481078584
1772645653630859913	6249680818192	5451481078584
1772645653631195669	6249680818192	5451481078584
1772645653631559796	6249680818192	5451481078908
1772645653631918934	6249680818192	5451481078908
1772645653632263919	6249680818192	5451481079228
1772645653632601692	6249680818192	5451481079228
1772645653632939484	6249680818192	5451481079228
1772645653633238530	6249680818192	5451481079228
1772645653633565265	6249680818192	5451481079228
1772645653633895833	6249680818192	5451481079228
1772645653634221448	6249680818192	5451481079228
1772645653634554579	6249680818192	5451481079228
1772645653634889317	6249680818192	5451481079540
1772645653635224544	6249680818192	5451481079540
1772645653635556117	6249680818192	5451481079540
1772645653635889681	6249680818192	5451481079540
1772645653636225199	6249680818192	5451481079540
1772645653636564941	6249680818192	5451481079540
1772645653636909087	6249680818192	5451481079540
1772645653637238730	6249680818192	5451481079540
1772645653637576168	6249680818192	5451481079864
1772645653637909028	6249680818192	5451481079864
1772645653638241766	6249680818192	5451481080184
1772645653638575348	6249680818192	5451481080184
1772645653638905457	6249680818192	5451481080184
1772645653639239163	6249680818192	5451481080184
1772645653639571549	6249680818192	5451481080184
1772645653639904402	6249680818192	5451481080184
1772645653640247423	6249680818192	5451481080184
1772645653640584524	6249680818192	5451481080184
1772645653640921363	6249680818192	5451481080184
1772645653641238549	6249680818192	5451481080184
1772645653641576341	6249680818192	5451481080508
1772645653641911473	6249680818192	5451481080508
1772645653642246003	6249680818192	5451481080508
1772645653642585539	6249680818192	5451481080828
1772645653642920405	6249680818192	5451481080828
1772645653643252682	6249680818192	5451481080828
1772645653643585166	6249680818192	5451481080828
1772645653643916926	6249680818192	5451481080828
1772645653644248489	6249680818192	5451481080828
1772645653644580815	6249680818192	5451481080828
1772645653644912506	6249680818192	5451481080828
1772645653645238758	6249680818192	5451481080828
1772645653645571647	6249680818192	5451481080828
1772645653645904231	6249680818192	5451481080828
1772645653646235332	6249680818192	5451481080828
1772645653646567877	6249680818192	5451481080828
1772645653646900554	6249680818192	5451481080828
1772645653647231778	6249680818192	5451481080976
1772645653647564205	6249680818192	5451481080976
1772645653647896850	6249680818192	5451481080976
1772645653648228793	6249680818192	5451481080976
1772645653648560535	6249680818192	5451481080976
1772645653648892323	6249680818192	5451481080976
1772645653649224991	6249680818192	5451481080976
1772645653649556808	6249680818192	5451481080976
1772645653649889277	6249680818192	5451481080976
1772645653650221058	6249680818192	5451481080976
1772645653650552263	6249680818192	5451481080976
1772645653650884216	6249680818192	5451481080976
1772645653651216362	6249680818192	5451481080976
1772645653651548394	6249680818192	5451481080976
1772645653651880596	6249680818192	5451481080976
1772645653652212600	6249680818192	5451481080976
1772645653652544400	6249680818192	5451481080976
1772645653652876824	6249680818192	5451481080976
1772645653653208522	6249680818192	5451481080976
1772645653653540245	6249680818192	5451481080976
1772645653653872523	6249680818192	5451481080976
1772645653655532715	6249680818192	5451481080976
1772645653655865297	6249680818192	5451481081124
1772645653656197705	6249680818192	5451481081124
1772645653656530937	6249680818192	5451481081124
1772645653656862946	6249680818192	5451481081124
1772645653657194908	6249680818192	5451481081124
1772645653657528582	6249680818192	5451481081124
1772645653657860785	6249680818192	5451481081124
1772645653658192029	6249680818192	5451481081124
1772645653658524528	6249680818192	5451481081124
1772645653658856304	6249680818192	5451481081124
1772645653659188768	6249680818192	5451481081124
1772645653659521436	6249680818192	5451481081124
1772645653659854551	6249680818192	5451481081124
1772645653660186383	6249680818192	5451481081124
1772645653660524180	6249680818192	5451481081124
1772645653660855434	6249680818192	5451481081124
1772645653661187488	6249680818192	5451481081124
1772645653661519435	6249680818192	5451481081124
1772645653661853234	6249680818192	5451481081124
1772645653662186654	6249680818192	5451481081124
1772645653662518724	6249680818192	5451481081124
