timestamp	tx_byte_counter	rx_byte_counter
1772645653622861291	11178794695880	53211745220
1772645653623201655	11178794695880	53211745704
1772645653623546142	11178794695880	53211746192
1772645653623886061	11178794695880	53211746192
1772645653624229200	11178794695880	53211746192
1772645653624570421	11178794695880	53211746192
1772645653624918729	11178794695880	53211746192
1772645653625263507	11178794695880	53211746192
1772645653625593807	11178794695880	53211746192
1772645653625943713	11178794695880	53211746192
1772645653626291559	11178794695880	53211746192
1772645653626642765	11178794695880	53211746192
1772645653626992687	11178794695880	53211746192
1772645653627341621	11178794695880	53211746324
1772645653627692261	11178794695880	53211746460
1772645653628034664	11178794695880	53211746460
1772645653628380037	11178794695880	53211746460
1772645653628721446	11178794695880	53211746460
1772645653629077694	11178794695880	53211746460
1772645653629442538	11178794695880	53211746460
1772645653629808595	11178794695880	53211746460
1772645653630160798	11178794695880	53211746460
1772645653630513321	11178794695880	53211746868
1772645653630868748	11178794695880	53211747280
1772645653631216703	11178794695880	53211747280
1772645653631558281	11178794695880	53211747280
1772645653631899117	11178794695880	53211747600
1772645653632240637	11178794695880	53211747600
1772645653632582873	11178794695880	53211747924
1772645653632925084	11178794695880	53211747924
1772645653633270757	11178794695880	53211747924
1772645653633594015	11178794695880	53211747924
1772645653633940709	11178794695880	53211747924
1772645653634291197	11178794695880	53211747924
1772645653634638521	11178794695880	53211747924
1772645653634984689	11178794695880	53211747924
1772645653635330304	11178794695880	53211748236
1772645653635675129	11178794695880	53211748236
1772645653636020240	11178794695880	53211748236
1772645653636365976	11178794695880	53211748236
1772645653636721757	11178794695880	53211748236
1772645653637065089	11178794695880	53211748236
1772645653637414470	11178794695880	53211748236
1772645653637756038	11178794695880	53211748556
1772645653638100731	11178794695880	53211748556
1772645653638443735	11178794695880	53211748556
1772645653638787385	11178794695880	53211748880
1772645653639124337	11178794695880	53211748880
1772645653639467568	11178794695880	53211748880
1772645653639811012	11178794695880	53211748880
1772645653640152585	11178794695880	53211748880
1772645653640498796	11178794695880	53211748880
1772645653640843748	11178794695880	53211748880
1772645653641188207	11178794695880	53211748880
1772645653641531898	11178794695880	53211748880
1772645653641881801	11178794695880	53211749200
1772645653642225548	11178794695880	53211749200
1772645653642569963	11178794695880	53211749200
1772645653642911715	11178794695880	53211749524
1772645653643262303	11178794695880	53211749524
1772645653643598620	11178794695880	53211749524
1772645653643938278	11178794695880	53211749524
1772645653644292722	11178794695880	53211749524
1772645653644641608	11178794695880	53211749524
1772645653644987595	11178794695880	53211749524
1772645653645332154	11178794695880	53211749524
1772645653645676360	11178794695880	53211749524
1772645653646017605	11178794695880	53211749524
1772645653646358979	11178794695880	53211749524
1772645653646699576	11178794695880	53211749524
1772645653647040917	11178794695880	53211749524
1772645653647377260	11178794695880	53211749672
1772645653647718362	11178794695880	53211749672
1772645653648066764	11178794695880	53211749672
1772645653648415635	11178794695880	53211749672
1772645653648757428	11178794695880	53211749672
1772645653649100185	11178794695880	53211749672
1772645653649444685	11178794695880	53211749672
1772645653649790133	11178794695880	53211749672
1772645653650136698	11178794695880	53211749672
1772645653650479030	11178794695880	53211749672
1772645653650822643	11178794695880	53211749672
1772645653651166150	11178794695880	53211749672
1772645653651509227	11178794695880	53211749672
1772645653651852999	11178794695880	53211749672
1772645653652199448	11178794695880	53211749672
1772645653652546810	11178794695880	53211749672
1772645653652888814	11178794695880	53211749672
1772645653653226458	11178794695880	53211749672
1772645653653565227	11178794695880	53211749672
1772645653653906620	11178794695880	53211749672
1772645653654247344	11178794695880	53211749672
1772645653655943441	11178794695880	53211749672
1772645653656288218	11178794695880	53211749820
1772645653656628795	11178794695880	53211749820
1772645653656968331	11178794695880	53211749820
1772645653657311599	11178794695880	53211749820
1772645653657656285	11178794695880	53211749820
1772645653658000876	11178794695880	53211749820
1772645653658343935	11178794695880	53211749820
1772645653658690188	11178794695880	53211749820
1772645653659032722	11178794695880	53211749820
1772645653659378035	11178794695880	53211749820
1772645653659715867	11178794695880	53211749820
1772645653660055302	11178794695880	53211749820
1772645653660400022	11178794695880	53211749820
1772645653660742464	11178794695880	53211749820
1772645653661087802	11178794695880	53211749820
1772645653661429696	11178794695880	53211749820
1772645653661773845	11178794695880	53211749820
1772645653662117434	11178794695880	53211749820
1772645653662461868	11178794695880	53211749820
1772645653662804652	11178794695880	53211749820
1772645653663149754	11178794695880	53211749820
