timestamp	tx_byte_counter	rx_byte_counter
1772725086045918809	14405190896444	41554355777824
1772725086046112903	14405190896444	41554355777968
1772725086046306110	14405190896444	41554355777968
1772725086046496963	14405190896444	41554355777968
1772725086046688864	14405190896444	41554355777968
1772725086046884483	14405190896444	41554355777968
1772725086047080298	14405190896444	41554355777968
1772725086047272097	14405190896444	41554355777968
1772725086047465753	14405190896444	41554355777968
1772725086047660071	14405190896444	41554355777968
1772725086047844520	14405190896444	41554355777968
1772725086048031658	14405190896444	41554355777968
1772725086048225518	14405190896444	41554355777968
1772725086048413244	14405190896444	41554355777968
1772725086048601309	14405190896444	41554355777968
1772725086048789284	14405190896444	41554355777968
1772725086048977241	14405190896444	41554355777968
1772725086049165824	14405190896444	41554355777968
1772725086049354103	14405190896444	41554355777968
1772725086049541148	14405190896444	41554355777968
1772725086049733974	14405190896444	41554355777968
1772725086049929381	14405190896444	41554355777968
1772725086066985035	14405190896444	41554355777968
1772725086067183655	14405190896444	41554355778116
1772725086067384345	14405190896444	41554355778116
1772725086067582933	14405190896444	41554355778116
1772725086067784497	14405190896444	41554355778116
1772725086067985605	14405190896444	41554355778116
1772725086068185799	14405190896444	41554355778116
1772725086068385996	14405190896444	41554355778116
1772725086068586865	14405190896444	41554355778116
1772725086068788511	14405190896444	41554355778116
1772725086068986487	14405190896444	41554355778116
1772725086069187276	14405190896444	41554355778116
1772725086069388442	14405190896444	41554355778116
1772725086069586773	14405190896444	41554355778116
1772725086069787657	14405190896444	41554355778116
1772725086069989504	14405190896444	41554355778116
1772725086070189515	14405190896444	41554355778116
1772725086070387917	14405190896444	41554355778116
1772725086070587095	14405190896444	41554355778116
1772725086070783757	14405190896444	41554355778116
1772725086070985242	14405190896444	41554355778116
1772725086071187287	14405190896444	41554355778116
1772725100925095894	14405190896444	41554355778116
1772725100925296741	14405190896444	41554355778488
1772725100925497753	14405190896560	41554355778488
1772725100925699450	14405190896560	41554355778488
1772725100925897774	14405190896560	41554355778488
1772725100926099842	14405190896560	41554355778488
1772725100926299516	14405190896560	41554355778488
1772725100926497793	14405190896560	41554355778488
1772725100926700056	14405190896560	41554355778488
1772725100926902591	14405190896560	41554355778488
1772725100927104732	14405190896560	41554355778488
1772725100927306313	14405190896560	41554355778488
1772725100927508109	14405190896560	41554355778488
1772725100927715031	14405190896560	41554355778488
1772725100927918459	14405190896560	41554355778488
1772725100928126381	14405190896560	41554355778488
1772725100928331971	14405190896560	41554355778488
1772725100928535665	14405190896560	41554355778488
1772725100928736731	14405190896560	41554355778488
1772725100928937079	14405190896560	41554355778488
1772725100929131129	14405190896560	41554355778488
1772725100929322938	14405190896560	41554355778488
1772725100929517502	14405190896560	41554355778488
1772725100930939045	14405190896560	41554355778488
